,chat_id,date,user_id,target_behaviour,change_talk_ratio,top_utterance_type,Cooperative,Reflective,Pre-informed/finds own solution,Next Step developed in chat,Chat Succesfull,Contained technical issue,Own Perspective,Summary Succesfull,Unnamed: 14,harmful,condition
0,1,2023-08-07 15:42:32.949765,6107ab75c50cfb94fb523279,weniger prokrastinieren,0,0.0,0,0,0,0,0,1,0,0,0,0.0,framework
1,2,2023-08-07 15:45:25.377744,5b0d0f0ebd9c3100015655d9,weniger prokrastinieren,0,0.0,0,0,0,1,0,0,0,0,0,6.0,no_system
2,3,2023-08-07 15:48:26.322523,5f8051b402daee04b8108440,weniger prokrastinieren,0,0.0,1,1,1,1,1,0,0,0,0,2.0,no_system
3,4,2023-08-07 15:50:31.310838,62fb7c36ec0d09ab67d5ccb2,gesünder essen,0,0.0,0,0,0,0,0,0,No,No,0,0.0,framework
4,5,2023-08-07 15:51:36.336602,5e6a3e3d265930022e81c70b,gesünder essen,0,0.0,1,1,1,1,1,0,0,0,0,2.0,no_system
5,6,2023-08-07 15:57:13.845562,63c0157fbc63b6511d336764,weniger prokrastinieren,0,0.0,1,1,0,0,0,0,0,0,0,0.0,framework
6,7,2023-08-07 15:57:29.188695,5b648251bd56550001bf31fd,gesünder essen,0,0.0,1,1,0,0,0,0,0,0,0,0.0,framework
7,8,2023-08-07 15:58:12.865972,5fb42f807e81960acbfdb22e,gesünder essen,0,0.0,1,1,0,1,1,0,0,0,0,2.0,no_system
8,9,2023-08-07 16:18:58.782544,5d43c606773d8b00016eaa8a,weniger prokrastinieren,0,0.0,1,1,0,0,1,0,0,No,0,0.0,framework
9,10,2023-08-07 16:19:07.536716,63dfd4fb58435f30c7e5b04b,weniger prokrastinieren,0,0.0,1,1,1,1,1,0,0,0,0,0.0,framework
10,11,2023-08-07 16:19:18.65898,5f5494aa76d6147f7ca89533,weniger prokrastinieren,0,0.0,1,1,0,1,1,0,0,0,0,6.0,no_system
11,12,2023-08-07 16:23:14.170885,63b87d2c9edd47ad702413a1,weniger prokrastinieren,0,0.0,0,0,0,1,0,0,0,0,0,6.0,no_system
12,13,2023-08-07 16:26:33.371206,593ed931d7edb800015241ce,gesünder essen,0,0.0,1,1,1,1,1,0,0,No,0,0.0,framework
13,14,2023-08-07 16:36:32.301486,6123b1880281694d300a4689,weniger prokrastinieren,0,0.0,1,0,0,1,1,0,0,0,0,9.0,no_system
14,15,2023-08-07 16:41:00.21723,5c9fd46cfd19090012b4ac8b,gesünder essen,0,0.0,1,1,1,0,1,0,0,0,0,2.0,framework
15,16,2023-08-07 16:42:45.81319,5c8ab4225b8132001749d125,weniger prokrastinieren,0,0.0,1,1,1,0,0,0,0,0,0,5.0,no_system
16,17,2023-08-07 17:08:03.705749,603ccbf3849f5c2f8a965848,gesünder essen,0,0.0,0,0,0,1,1,0,0,0,0,8.0,no_system
17,19,2023-08-07 17:10:42.492915,5f56506b2a8fb805ac024015,weniger prokrastinieren,0,0.0,1,1,1,1,1,0,0,0,0,0.0,framework
18,20,2023-08-07 17:22:56.628392,60d229681cec2f5f4431c4cd,gesünder essen,0,0.0,0,0,0,0,0,0,0,0,0,,
19,21,2023-08-07 17:31:18.170894,5ebe6e4a226f3b1c53cd0626,gesünder essen,0,0.0,0,0,1,1,1,0,0,0,0,3.0,no_system
20,22,2023-08-07 17:33:04.508683,5d0f89123382180001624f48,weniger prokrastinieren,0,0.0,0,0,0,1,0,0,0,0,0,6.0,no_system
21,23,2023-08-07 17:33:47.514824,63cfa22c2f0dbd0f7203695f,gesünder essen,0,0.0,1,0,0,0,0,0,0,0,0,1.0,framework
22,24,2023-08-07 17:34:10.546048,5e5832478c2b6f03f9acd234,weniger prokrastinieren,0,0.0,0,0,0,1,0,0,0,0,0,0.0,framework
23,25,2023-08-07 17:34:35.533622,63c33a62f56571779a295a6f,weniger prokrastinieren,0,0.0,1,1,0,1,0,0,0,No,0,1.0,no_system
24,26,2023-08-07 17:38:37.485466,602e957dba730da44e476441,gesünder essen,0,0.0,1,0,0,1,0,0,0,0,0,0.0,framework
25,27,2023-08-07 17:39:45.156418,627bc25986865d223b511486,sein Verhalten ändern,0,0.0,-,-,-,-,-,-,-,-,0,,
26,28,2023-08-08 09:50:09.045111,63df8b424e8794c407667be9,weniger prokrastinieren,0,0.0,1,0,0,0.5,0,0,0,No,0,0.0,framework
27,30,2023-08-08 10:10:39.089589,615e1c550d57423174258d74,weniger prokrastinieren,0,0.0,1,0,1,1,1,0,0,0,0,3.0,no_system
28,31,2023-08-08 10:11:52.109313,63319b82500975d5229112f6,gesünder essen,0,0.0,1,1,1,1,1,0,0,No,0,0.0,framework
29,32,2023-08-08 10:30:39.544343,607c806a362210faecfdecf8,nachhaltiger leben,0,0.0,1,0,0,1,1,0,0,No,0,7.0,no_system
30,33,2023-08-08 10:58:26.507515,627be8df969ba21063c8a31f_dupl,gesünder essen,0,0.0,Incomplete,Incomplete,Incomplete,Incomplete,Incomplete,1,Incomplete,Incomplete,0,0.0,framework
31,34,2023-08-08 11:06:12.903878,627be8df969ba21063c8a31f,gesünder essen,0,0.0,1,1,1,1,1,0,0,No,0,0.0,framework
32,36,2023-08-08 11:58:18.896302,616529cd79b29b3850c420cb,gesünder essen,0,0.0,0,0,0,0,0,0,0,No,0,0.0,framework
33,37,2023-08-08 12:04:18.945002,60fe7985ba99343ad0b893b7,nachhaltiger leben,0,0.0,0,0,0,1,0,0,0,No,0,7.0,no_system
34,38,2023-08-08 12:06:26.867304,5be95af71ca46b0001862746,gesünder essen,0,0.0,1,0,0,1,1,0,Unsure,0,0,3.0,framework
35,39,2023-08-08 12:06:36.777236,61123681461c3abe26ab1bd3,weniger prokrastinieren,0,0.0,1,0,0,0,0,0,0,No,0,0.0,framework
36,40,2023-08-08 12:07:34.711788,63456ccb7a78c1c4821b23ca,weniger prokrastinieren,0,0.0,0,0,0,0,0,1,0,0,0,3.0,no_system
37,41,2023-08-08 12:21:33.38246,62837113d02e5a491c699e3e,gesünder essen,0,0.0,0,0,0,0,0,0,0,No,0,0.0,framework
38,42,2023-08-08 12:37:57.085081,5ed0f0bb34177d0009582f38,weniger prokrastinieren,0,0.0,1,0,0,1,0,0,0,0,0,2.0,no_system
39,43,2023-08-08 12:38:35.762264,6027eac2f4090f09439ee8e4_dupl,weniger prokrastinieren,0,0.0,Incomplete,Incomplete,Incomplete,Incomplete,Incomplete,Incomplete,Incomplete,Incomplete,0,0.0,framework
40,44,2023-08-08 12:43:09.298815,6128b9759625adfaead84216,weniger prokrastinieren,0,0.0,0,0,0,1,1,0,0,0,0,7.0,no_system
41,45,2023-08-08 12:43:14.723808,61642079e97a8b33e926d76f,weniger prokrastinieren,0,0.0,0,0,0,0,0,0,Unsure,0,0,6.0,no_system
42,47,2023-08-08 12:48:36.992409,6027eac2f4090f09439ee8e4,weniger prokrastinieren,0,0.0,1,1,1,1,1,0,0,No,0,0.0,framework
43,48,2023-08-08 13:16:06.000977,63b6bfc861dd62d55125a428_first,weniger prokrastinieren,0,0.0,1,1,1,1,1,0,0,0,0,0.0,framework
44,49,2023-08-08 13:22:17.169561,60fd5d982789160769f1ba94,gesünder essen,0,0.0,1,1,1,1,1,1,0,0,0,5.0,no_system
45,50,2023-08-08 13:25:07.880138,63fd0b137e38c72ea19176aa,weniger prokrastinieren,0,0.0,1,1,1,1,1,0,0,0,0,0.0,framework
46,51,2023-08-08 13:26:37.913859,63d2c20ec51e93a7c7a44ffe,weniger prokrastinieren,0,0.0,0,0,0,0,0,1,0,0,0,0.0,no_system
47,53,2023-08-08 13:36:12.155766,5d0a33b56dd417001ae19535,gesünder essen,0,0.0,1,1,1,0,0,0,0,No,0,0.0,framework
48,54,2023-08-08 13:42:53.005065,63b6bfc861dd62d55125a428,weniger prokrastinieren,0,0.0,1,0,0,0,0,0,Unsure,0,0,0.0,framework
49,55,2023-08-08 13:55:45.332844,6155869bc689974635969b8a,weniger prokrastinieren,0,0.0,1,1,0,1,1,0,0,0,0,2.0,no_system
50,56,2023-08-08 14:11:34.123829,6156c03beb47b00976ab809f,weniger prokrastinieren,0,0.0,1,1,1,1,1,0,0,0,0,0.0,framework
51,57,2023-08-08 14:15:33.705612,6318a9b82babc6f278a69007,weniger prokrastinieren,0,0.0,0,1,1,0,0,0,0,0,0,2.0,no_system
52,58,2023-08-08 14:31:34.327071,5dbc177f0e1ec31c8af5492e,weniger prokrastinieren,0,0.0,1,1,1,1,1,0,0,No,0,0.0,framework
53,59,2023-08-08 14:48:33.363303,60c373c27f986fcf789fa817,nachhaltiger leben,0,0.0,0,0,0,0,0,0,0,0,0,6.0,no_system
54,60,2023-08-08 14:58:06.927736,5f1715072b20d0020b0e383c,gesünder essen,0,0.0,1,1,1,0,0,1,0,0,0,0.0,framework
55,61,2023-08-08 14:59:50.84933,627bccc58bb8898efd763beb,nachhaltiger leben,0,0.0,1,1,1,1,1,0,0,No,0,1.0,no_system
56,62,2023-08-08 15:04:05.728937,5592a7f2fdf99b3a9e651fd9,gesünder essen,0,0.0,1,0,0,0,0,0,0,0,0,0.0,framework
57,63,2023-08-08 15:04:33.308632,63b6be80193b85aa1323f8db,gesünder essen,0,0.0,0,0,0,0,0,0,0,0,0,5.0,no_system
58,64,2023-08-08 15:08:11.56412,627e030cc712893d578971f5,gesünder essen,0,0.0,0,0,0,1,0,0,0,0,0,3.0,framework
59,65,2023-08-08 16:30:39.781384,62c42b020ddc9564f77e2e24,weniger prokrastinieren,0,0.0,1,0,0,1,1,0,0,0,0,8.0,no_system
60,66,2023-08-08 16:38:43.206987,591aac50ef20c600015d8c5d,weniger prokrastinieren,0,0.0,1,1,1,1,1,0,0,No,0,1.0,framework
61,67,2023-08-08 16:46:27.351208,5b21646bdf28a7000166f4dc,gesünder essen,0,0.0,1,1,1,1,1,0,0,0,0,2.0,no_system
62,69,2023-08-08 16:55:01.608539,63eb7c1abdbdf911ec1201ab,weniger prokrastinieren,0,0.0,1,0,0,0,0,0,0,No,0,0.0,framework
63,70,2023-08-08 16:56:28.913582,615452aaabb932ada88ef3ca,gesünder essen,0,0.0,1,0,1,1,1,0,0,0,0,3.0,no_system
64,71,2023-08-08 16:56:32.084209,633be00805d21dbb64ab889a,weniger prokrastinieren,0,0.0,1,1,1,0,0,0,0,0,"This is an interesting one - user seems pretty reflective and ready to provide own solutions, but bot just starts giving advice very early on, stifling reflection ",5.0,no_system
65,72,2023-08-08 17:02:36.403608,60928a250d3bfcb9a26fe8ef,weniger prokrastinieren,0,0.0,1,0,0,1,1,0,0,0,0,0.0,framework
66,73,2023-08-08 17:03:05.443484,613ba1090afacfa15f8af1a5,gesünder essen,0,0.0,1,0,1,1,1,0,0,0,0,5.0,no_system
67,74,2023-08-08 17:07:14.481607,60beb1657520f1e69477a90f,weniger prokrastinieren,0,0.0,1,1,1,1,1,0,0,0,"User asks for advice, but doesn’t mind when none is given - is very happy to share own ideas and seems satisfied with chat",0.0,framework
68,75,2023-08-08 17:07:29.262682,5efcc8d1669e920c46e9daf9,weniger prokrastinieren,0,0.0,1,1,1,1,1,0,0,No,0,3.0,no_system
69,80,2023-08-09 09:10:21.467801,5a74e93feea3d300016dd8ca,gesünder essen,0,0.0,1,0,0,1,0,0,0,No,0,6.0,no_system
70,81,2023-08-09 09:15:01.354907,5e474779c397b42123861f65,weniger prokrastinieren,0,0.0,0,0,0,0,0,0,0,0,0,0.0,framework
71,83,2023-08-09 09:20:45.619778,5fd206b9aa0fbf249adf4280,gesünder essen,0,0.0,0,0,0,0,0,0,0,No,0,1.0,framework
72,84,2023-08-09 09:23:34.791678,61278b6f51370e291bdd7fdb,gesünder essen,0,0.0,1,0,0,0,0,0,0,Hallucination,0,3.0,framework
73,85,2023-08-09 09:29:50.871455,6329829d4edcd4816329effe,weniger prokrastinieren,0,0.0,1,0,0,1,1,0,0,0,0,2.0,no_system
74,86,2023-08-09 09:40:55.712432,5b327d06adb0f7000125460e,weniger prokrastinieren,0,0.0,1,1,1,0,1,0,0,0,0,0.0,framework
75,87,2023-08-09 09:52:31.53405,603f47e39649cf0339527014,weniger prokrastinieren,0,0.0,1,0,0,1,1,0,0,0,0,5.0,no_system
76,88,2023-08-09 09:57:54.888504,60060089125e50636ad6719e,gesünder essen,0,0.0,0,0,0,0,0,0,0,0,0,0.0,framework
77,89,2023-08-09 10:31:34.127566,62815afeef17b9fd338ea6c5,weniger prokrastinieren,0,0.0,0,0,1,0,0,0,0,0,0,3.0,no_system
78,90,2023-08-09 10:36:44.65131,5f3b9499509b4c01bca3053b,nachhaltiger leben,0,0.0,1,1,1,1,1,1,0,0,0,2.0,no_system
79,91,2023-08-09 10:37:34.782252,627bc7027fdd16e4fa4b956c,weniger prokrastinieren,0,0.0,1,1,1,1,1,0,0,0,0,0.0,framework
80,92,2023-08-09 10:41:54.577767,63e1187a668c92bfd9371d1e,weniger prokrastinieren,0,0.0,1,0,0,0,0,1,No,0,0,0.0,framework
81,93,2023-08-09 10:44:51.25635,5e62549164d007011d03158c,nachhaltiger leben,0,0.0,1,1,1,0,0,1,0,0,0,2.0,no_system
82,94,2023-08-09 10:46:45.052459,5f17d20539078c0800cb4e7b,gesünder essen,0,0.0,1,1,1,1,1,0,0,0,0,0.0,framework
83,95,2023-08-09 10:53:32.707623,63f6216fd56701af4b7188f4,gesünder essen,0,0.0,1,0,0,1,0,0,0,0,0,3.0,no_system
84,96,2023-08-09 11:15:45.336688,6101b48f3cdc587267ff02a2,weniger prokrastinieren,0,0.0,1,1,0,0,0,1,0,0,0,1.0,framework
85,98,2023-08-09 11:42:37.280485,633e8093f9175b95252b86ef,gesünder essen,0,0.0,1,0,1,1,0,0,0,0,0,2.0,no_system
86,99,2023-08-09 12:04:55.482357,62ed054b4bf00da20ea22dc2,weniger prokrastinieren,0,0.0,1,1,0,1,0,0,0,0,0,1.0,no_system
87,100,2023-08-09 12:05:34.830101,5fff0b0bcbc37a5f5928ed26,weniger prokrastinieren,0,0.0,1,0,0,0,0,0,0,0,0,0.0,framework
88,101,2023-08-09 12:12:32.794637,63ebd41e5ff2ef71859ea5aa,gesünder essen,0,0.0,1,1,0,1,0,0,0,0,0,1.0,framework
89,102,2023-08-09 12:24:32.607133,6122b8c32b7064118c38350c,weniger prokrastinieren,0,0.0,1,1,0,1,1,0,0,0,0,8.0,no_system
90,103,2023-08-09 12:32:20.006357,615c5c448b32a4a0ce81e2b4,gesünder essen,0,0.0,1,1,1,1,1,0,0,0,0,3.0,no_system
91,104,2023-08-09 12:32:54.060664,5df297f57f08ed1a6b6c5a0c,weniger prokrastinieren,0,0.0,1,1,1,1,1,0,0,0,0,1.0,framework
92,105,2023-08-09 12:33:48.573835,61547e4101693206125d0d96,gesünder essen,0,0.0,1,1,1,1,1,0,0,0,0,0.0,framework
93,106,2023-08-09 12:53:58.756673,599b3cedd0bcd10001dd939a,weniger prokrastinieren,0,0.0,1,0,1,1,1,0,0,0,0,2.0,no_system
94,107,2023-08-09 12:56:02.284654,5a06ebf2c259f300017656ee,gesünder essen,0,0.0,1,1,1,0,1,0,0,0,0,0.0,framework
95,108,2023-08-09 13:01:43.388858,5cf6a27fad94a70001a80ea6,weniger prokrastinieren,0,0.0,1,1,0,1,0,0,0,0,"User is unhappy with advise given, because they don’t feel it is helpful -> certain amount of resistance",2.0,no_system
96,109,2023-08-09 13:12:02.360276,607079a28a504f214dfd77b8,weniger prokrastinieren,0,0.0,0,0,0,0,0,0,0,0,"User posts replies in ratings text input instead of chat several times, dislodging the conversation",0.0,framework
97,110,2023-08-09 13:24:57.488913,60c613b99924bb019124b785,gesünder essen,0,0.0,1,1,0,1,1,0,0,0,0,5.0,no_system
98,111,2023-08-09 14:48:50.145417,61004f4f4aacf97c5950524d,weniger prokrastinieren,0,0.0,1,1,0,0,0,0,0,0,0,0.0,framework
99,112,2023-08-09 15:43:49.708149,627e9e7f94f3cc0ded996731,weniger prokrastinieren,0,0.0,1,1,1,1,1,0,0,No,0,4.0,no_system
100,113,2023-08-09 16:03:50.400273,5f6c6e18b20ea10008a25d1f,weniger prokrastinieren,0,0.0,1,1,1,1,1,0,0,0,This is a positive example!,0.0,framework
101,114,2023-08-09 17:00:26.615288,5fcf9f17f5a7c20ba38e9cc9,weniger prokrastinieren,0,0.0,1,1,1,0,0,0,0,0,"Participant has ADHD -> special case, hs tried many things, but all unsuccessful",4.0,no_system
102,115,2023-08-10 09:11:31.601018,627bfe5b0f4965a1e102a350,weniger prokrastinieren,0,0.0,1,1,1,0,1,0,0,No,0,0.0,framework
103,116,2023-08-10 09:27:57.610288,5be454621effe60001cbf290,weniger prokrastinieren,0,0.0,1,0,0,0,0,0,0,0,0,1.0,framework
104,117,2023-08-10 09:30:14.823769,5dc12924d362410a4ad6d8dd,weniger prokrastinieren,0,0.0,1,1,1,1,1,0,0,0,0,4.0,no_system
105,118,2023-08-10 09:39:35.076001,63c658437791ac7be49f06e9,weniger prokrastinieren,0,0.0,1,1,1,1,1,0,0,0,Unsure about finds own solutions here…,4.0,no_system
106,120,2023-08-10 09:44:03.476008,6154ba8467f9bfa97682c022,gesünder essen,0,0.0,1,0,0,0,0,0,0,0,0,5.0,no_system
107,121,2023-08-10 09:46:51.834699,60fd20116e9cad4c06dbb98c,weniger prokrastinieren,0,0.0,1,1,1,0,0,0,0,0,"Edge case, hard to classify…",2.0,framework
108,122,2023-08-10 09:54:06.410726,6102da1fe0817a1cd60ff566,nachhaltiger leben,0,0.0,1,1,1,1,1,0,0,0,0,4.0,no_system
109,123,2023-08-10 10:01:46.274008,610905a730569ffea2fbdd0b,weniger prokrastinieren,0,0.0,1,1,1,1,1,0,0,0,0,2.0,framework
110,124,2023-08-10 10:05:03.308769,5a7fab56f49c9a0001f3549e,weniger prokrastinieren,0,0.0,1,1,1,1,1,1,0,0,0,4.0,no_system
111,125,2023-08-10 10:16:41.547704,60be1ebd38d04cdbd9f58121,weniger prokrastinieren,0,0.0,1,1,1,1,1,0,0,0,0,6.0,no_system
112,126,2023-08-10 10:19:48.192933,627bbf69ab2788507bc421a2,gesünder essen,0,0.0,1,0,0,0,0,0,0,0,Edge case?,0.0,framework
113,127,2023-08-10 10:26:48.946677,634693f87e70324e7a523b6d,weniger prokrastinieren,0,0.0,0,0,0,1,0,1,0,0,0,0.0,framework
114,129,2023-08-10 10:46:32.844687,63eb38339e72d01818aeb71b,weniger prokrastinieren,0,0.0,0,0,0,1,0,0,0,0,0,7.0,no_system
115,130,2023-08-10 11:19:16.512598,60513ec07ee46769ed029be4,weniger prokrastinieren,0,0.0,1,1,1,1,1,0,0,0,0,0.0,framework
116,131,2023-08-10 11:23:15.792741,6123c4f8e486767a57db9afe,gesünder essen,0,0.0,1,0,0,1,0,1,0,0,0,4.0,no_system
117,132,2023-08-10 12:02:38.269258,61066122f34a6dcb4e56ee1e,weniger prokrastinieren,0,0.0,1,0,1,1,1,0,0,0,0,1.0,framework
118,133,2023-08-10 12:08:01.919571,6122091a0404dbaa1029d297,gesünder essen,0,0.0,1,1,0,1,0,0,0,0,0,3.0,no_system
119,135,2023-08-10 12:47:36.685114,627c9adcf5e3579f7b45be06,weniger prokrastinieren,0,0.0,0,0,0,0,0,0,0,0,0,0.0,framework
120,136,2023-08-10 12:47:46.269659,5bbbdca68f3bd70001e713ef,gesünder essen,0,0.0,1,1,1,1,1,0,0,0,0,3.0,no_system
121,137,2023-08-10 12:48:31.305441,63fce1d62af707fa9a407725,weniger prokrastinieren,0,0.0,1,1,1,0,0,0,0,0,"Gives ideas, but they’re not super detailed/lösungsorientiert",2.0,no_system
122,138,2023-08-10 13:07:05.14013,62d975b271ef86567275de5d,weniger prokrastinieren,0,0.0,0,0,0,0,0,1,0,0,0,,
123,140,2023-08-10 13:44:17.451453,60b3d1ccaa70940b72334feb,weniger prokrastinieren,0,0.0,1,1,1,1,1,0,0,0,0,2.0,framework
124,141,2023-08-10 14:05:32.539923,63f96a371bb85d609a6a9c2c,weniger prokrastinieren,0,0.0,0,0,0,0,0,0,unsure,0,0,6.0,no_system
125,144,2023-08-11 08:47:40.796147,5fc2baec78f48840a7b90aa5,weniger prokrastinieren,0,0.0,1,0,0,0,1,0,0,0,0,0.0,framework
126,145,2023-08-11 08:58:17.306279,637e1da154dddf50b9d82c82,weniger prokrastinieren,0,0.0,1,0,0,1,1,0,0,0,0,0.0,framework
127,146,2023-08-11 09:06:04.786002,627bfd52e3e0bfd01cd0cad5,weniger prokrastinieren,0,0.0,1,1,1,1,1,0,0,0,0,3.0,no_system
128,147,2023-08-11 09:09:46.255818,6138ca54d0f9f2234e722285,weniger prokrastinieren,0,0.0,1,1,0,0,1,0,0,0,0,0.0,framework
129,148,2023-08-11 09:16:43.350422,63eb52907a3f28213aebbc35,nachhaltiger leben,0,0.0,0,0,0,0,0,0,0,No,0,6.0,no_system
130,150,2023-08-11 09:20:17.281332,5d6c50a41609c7000185eacd,nachhaltiger leben,0,0.0,0,1,0,0,0,0,0,No,0,0.0,framework
131,151,2023-08-11 09:21:39.60957,63c23f21142a12bcbe0c9ebe,weniger prokrastinieren,0,0.0,1,1,0,1,1,0,0,0,"Schlägt keine spezifischen Lösungen vor. Antwortet zwar auf Fragen, aber liefert sonst keine bereitwilligen Infos/versucht nicht, das Gespräch am Laufen zu halten",0.0,framework
132,152,2023-08-11 09:29:59.542842,5a1542e20fff620001a6d2dc,gesünder essen,0,0.0,1,1,1,1,1,0,0,0,0,4.0,no_system
133,153,2023-08-11 09:42:48.005697,63408fcd2af6d768d5901d79,weniger prokrastinieren,0,0.0,1,1,1,1,1,0,0,0,0,1.0,framework
134,156,2023-08-14 14:03:41.08073,607c8faf6d8e98b09d585eb3,weniger prokrastinieren,0,0.0,1,1,1,1,1,0,0,No,0,0.0,framework
135,157,2023-08-14 14:34:49.469293,6384d7973c9a9ef0853aa070,weniger prokrastinieren,0,0.0,1,1,0,0,0,0,0,0,0,2.0,no_system
136,158,2023-08-14 15:07:35.152339,5aad4225811b2000016f6ed1,nachhaltiger leben,0,0.0,1,1,1,1,1,0,0,0,0,3.0,no_system
137,159,2023-08-14 15:24:08.347205,5a71c8ccb7fcdc0001e40726_first,gesünder essen,0,0.0,1,1,1,1,1,0,0,No,0,0.0,framework
138,160,2023-08-14 15:38:37.452182,63fc37d285b211e89eb39f79_first,weniger prokrastinieren,0,0.0,1,1,1,1,1,0,0,0,0,4.0,no_system
139,162,2023-08-14 15:48:23.248411,60be29be5264e6ed7ff6126b,gesünder essen,0,0.0,0,0,0,0,0,1,0,0,User hat Interface nicht verstanden. Hat Antwort bei rating explanations geschrieben,0.0,no_system
140,163,2023-08-14 15:55:39.537108,63fc37d285b211e89eb39f79,weniger prokrastinieren,0,0.0,1,1,0,1,0,0,0,0,0,3.0,no_system
141,164,2023-08-14 16:21:09.934435,6060dc354e4fcd8373c1380b_first,weniger prokrastinieren,0,0.0,1,0.5,0,0,0,0,0,0,0,0.0,no_system
142,165,2023-08-14 16:22:13.205354,606b94352e103bc54d43321b_dupl,gesünder essen,0,0.0,-,-,-,-,-,-,-,-,-,,
143,166,2023-08-14 16:31:39.214816,606b94352e103bc54d43321b_first,gesünder essen,0,0.0,1,1,0.5,0,1,0,0,0,0,1.0,framework
144,167,2023-08-14 16:33:45.381612,5ea68dcc37c517000832b4b1,weniger prokrastinieren,0,0.0,1,1,1,1,1,0,0,No,0,0.0,framework
145,168,2023-08-16 09:25:50.450066,63ff4bca9f6d50bb62ae683d,weniger prokrastinieren,0,0.0,0,0,0,0,0,0,0,0,0,5.0,no_system
146,170,2023-08-16 10:45:23.36407,63c0248462575e87cc07777e,weniger prokrastinieren,0,0.0,0,0,0,0,0,0,0,0,0,1.0,no_system
147,171,2023-08-16 11:22:36.140242,62c5888ad7c94c75afc8397d,weniger prokrastinieren,0,0.0,0,1,0,0,0,1,0,No,0,1.0,framework
148,172,2023-08-16 11:29:30.973883,63bd9467ea3c9a7021048289,gesünder essen,0,0.0,0,0,0,1,0,0,0,0,0,3.0,no_system
149,173,2023-08-16 11:35:15.067674,6060dc354e4fcd8373c1380b,weniger prokrastinieren,0,0.0,1,0,0,0,0,0,0,0,0,3.0,no_system
150,174,2023-08-16 11:40:08.322332,5a71c8ccb7fcdc0001e40726,gesünder essen,0,0.0,1,1,1,1,1,0,0,0,0,0.0,framework
151,175,2023-08-16 12:50:43.835515,5ed8d4613fa4f50463cf7d50,weniger prokrastinieren,0,0.0,0,1,0,0,0,0,0,0,0,0.0,framework
152,176,2023-08-16 13:02:37.492908,62c549c43265b47996b6fda8,nachhaltiger leben,0,0.0,1,1,1,1,1,0,0,0,0,4.0,no_system
153,177,2023-08-16 13:11:02.072909,5c9295ebec114b0015418738,nachhaltiger leben,0,0.0,0,0,0,0,0,0,0,No,0,1.0,framework
154,178,2023-08-16 13:16:17.627813,5dea808cce8d8d19f5424b21,weniger prokrastinieren,0,0.0,1,1,1,1,1,0,0,0,0,1.0,no_system
155,179,2023-08-16 13:31:13.869597,5c0f8d00367ee9000125404a,weniger prokrastinieren,0,0.0,0,0,0,1,0,0,0,0,0,3.0,no_system
156,181,2023-08-16 14:20:46.866821,5fef28c2feba31d456459420,weniger prokrastinieren,0,0.0,1,1,1,1,1,0,0,0,0,2.0,framework
157,182,2023-08-16 14:31:15.303264,6153d9d6f7dc5d0934da7885,gesünder essen,0,0.0,1,1,1,1,1,0,Unsure,0,0,0.0,framework
158,183,2023-08-16 14:38:15.175985,5ca5d69682ff890012be8b11,weniger prokrastinieren,0,0.0,1,0,0,1,0,0,0,No,0,0.0,framework
159,185,2023-08-16 14:45:18.535437,606b94352e103bc54d43321b,gesünder essen,0,0.0,1,1,1,0,1,0,0,0,0,1.0,framework
160,186,2023-08-16 16:04:34.819143,604b169fe4b7991ec08da3a6,weniger prokrastinieren,0,0.0,1,1,0,0,0,0,0,0,0,0.0,no_system
161,187,2023-08-16 16:41:01.035782,6384d7973c9a9ef0853aa070_dupl,gesünder essen,0,0.0,Incomplete,Incomplete,Incomplete,Incomplete,Incomplete,Incomplete,Incomplete,Incomplete,Incomplete,,
162,188,2023-08-16 16:47:08.597207,60207652caa62b6a34ff96dc,weniger prokrastinieren,0,0.0,1,1,1,1,1,0,0,0,Good example for successful chat,0.0,framework
163,189,2023-08-16 16:49:51.206545,60fd8d95b59b06d4415c8ccb,weniger prokrastinieren,0,0.0,1,0,0,1,1,0,0,0,0,4.0,no_system
164,190,2023-08-16 17:28:35.885993,63eb720c64d95ef6918080f4,weniger prokrastinieren,0,0.0,1,0,0,1,0,0,0,No,0,0.0,framework
165,191,2023-08-16 17:34:45.159581,5fb96651fe5aef802daa6e61,weniger prokrastinieren,0,0.0,1,1,1,0,0,0,0,0,0,2.0,no_system
166,192,2023-08-16 17:42:53.032439,5ee7fbc114d0a60f9b076fb6,weniger prokrastinieren,0,0.0,0,0,0,1,0,0,0,0,0,1.0,framework