,user_id,start_time,end_time,condition,education,job,identification_with_goal,current_pursuit_of_target,readiness_to_change_start,readiness_to_change_end,wai_sr_1,wai_sr_2,wai_sr_3,wai_sr_4,wai_sr_5,wai_sr_6,wai_sr_7,wai_sr_8,wai_sr_9,wai_sr_10,wai_sr_11,wai_sr_12,fa_s1,fa_s2,fa_s3,pu_s1,pu_s2,pu_s3,rw_s1,rw_s2,rw_s3,pm_1,pm_2,pm_3,pm_4,pm_5,pm_6,pm_7,pm_8,pm_9,pm_10,pm_11,cc_1,cc_2,cc_3,cc_4,pe_1,pe_2,pe_3,attention_check,Submission id,Time taken,Total approvals,Age,Sex,Therapeutic Alliance,User Engagement,Perception of MI,Perception MI Inadherent,Perceived Empathy,Communication Competence,Readiness to Change (Delta),stage,target_behaviour,Cooperative,Reflective,Pre-informed/finds own solution,Next Step developed in chat,Chat Succesfull,Contained technical issue,Own Perspective,Summary Succesfull,harmful,gut/hilfreich,schlecht/unpassend,change,Follow/Neutral,sustain,Reason,Commitment,Taking Steps,desire,General Reason,ability,need,Rd+,FN,R_+,C+,Ra+,R_-,TS-,TS+,Rd-,Ra-,Rn+,Rn-,C-
29,5dea808cce8d8d19f5424b21,2023-08-16 13:16:06.085503,2023-08-16 13:29:57.112322,no_system,Bachelor-Abschluss,Angestellter,8.0,7.0,5.0,7.0,4,3,3,2,4,2,2,2,4,3,3,3,2,3,5,5,3,3,2,3,2,4,2,3,4.0,3,3,4,3,4,3,2,4,4,4,4,4,4,4,Stimme überhaupt nicht zu,64dcafe0c540a0eb551250ca,14.383333333333333,1398,34,Male,2.9166666666666665,3.111111111111111,35.0,6,4.0,4.0,2.0,contemplation,weniger prokrastinieren,0.5,1,1,1,1,0,0,0,1.0,7.0,0.0,4.0,4.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
30,5df297f57f08ed1a6b6c5a0c,2023-08-09 12:31:37.422491,2023-08-09 12:44:02.340191,framework,Abitur,Student,6.0,4.0,5.0,6.0,4,4,1,4,1,4,1,4,1,4,4,4,1,4,4,5,5,5,4,4,4,4,5,4,2.0,3,4,4,4,4,4,1,4,4,4,4,2,2,2,Stimme überhaupt nicht zu,64d36ad5a921359fffec0e7a,13.266666666666667,843,23,Female,3.0,4.0,39.0,3,2.0,4.0,1.0,contemplation,weniger prokrastinieren,1,1,1,1,1,0,0,0,1.0,5.0,2.0,3.0,6.0,0.0,0.0,2.0,1.0,,,,,0.0,6.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
31,5e474779c397b42123861f65,2023-08-09 09:14:06.403444,2023-08-09 09:36:39.265032,framework,Master-Abschluss,Arbeiten im Finanzbereich,9.0,4.0,7.0,6.0,1,1,2,2,2,1,2,2,3,1,4,2,1,2,3,3,4,3,2,2,3,4,3,3,2.0,4,4,2,2,4,2,1,4,2,2,2,2,2,1,Stimme überhaupt nicht zu,64d33ca41f883c5ae2ee7f2e,23.133333333333333,754,31,Male,1.9166666666666667,2.5555555555555554,31.0,4,1.6666666666666667,2.5,-1.0,preparation,weniger prokrastinieren,0,0.5,0,0,0,0,0,0,0.0,3.0,4.0,2.0,5.0,2.0,3.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
32,5e5832478c2b6f03f9acd234,2023-08-07 17:30:34.588981,2023-08-07 17:52:56.200197,framework,Abitur,Werkstattleiter,10.0,3.0,4.0,4.0,2,1,1,2,1,3,1,2,1,3,3,3,1,1,1,2,4,1,3,2,1,4,2,4,2.0,5,1,1,2,4,3,1,3,3,1,3,1,1,1,Stimme überhaupt nicht zu,64d10cd08c24e1ae7749e824,28.1,751,52,Male,1.9166666666666667,1.7777777777777777,29.0,4,1.0,2.5,0.0,contemplation,weniger prokrastinieren,0,0,0,1,0,0,0,0,0.0,5.0,2.0,3.0,6.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
33,5e62549164d007011d03158c,2023-08-09 10:43:03.624322,2023-08-09 11:04:50.265816,no_system,Abitur,"Angestellt, Psychosoziale Betreuung",9.0,2.0,6.0,5.0,1,1,1,1,2,2,1,4,1,1,3,2,2,2,4,1,2,2,1,1,2,2,4,1,1.0,5,1,2,1,5,1,1,2,3,2,2,3,3,3,Stimme überhaupt nicht zu,64d3514db24a42f81f3adcbc,23.066666666666666,1058,29,Female,1.6666666666666667,1.8888888888888888,24.0,1,3.0,2.25,-1.0,contemplation,nachhaltiger leben,1,1,1,0,0,1,0,0,2.0,6.0,1.0,4.0,4.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
34,5e6a3e3d265930022e81c70b,2023-08-07 15:50:11.350869,2023-08-07 16:10:45.088893,no_system,Abitur,arbeitssuchend,10.0,7.0,5.0,6.0,3,2,2,3,2,3,2,5,2,3,5,4,3,4,4,5,5,5,4,4,4,4,1,2,1.0,5,2,2,1,2,2,1,5,5,4,5,3,3,3,Stimme überhaupt nicht zu,64d0f5b705ae5f9e613aaf8d,21.516666666666666,1568,29,Male,3.0,4.222222222222222,23.0,7,3.0,4.75,1.0,contemplation,gesünder essen,1,1,1,1,1,0,0,0,2.0,7.0,0.0,8.0,1.0,0.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
35,5ea68dcc37c517000832b4b1,2023-08-14 16:33:08.269829,2023-08-14 16:45:40.037591,framework,Bachelor-Abschluss,Studentin,6.0,7.0,6.0,5.0,2,1,5,3,5,2,3,3,5,2,3,2,2,2,3,2,4,2,2,2,2,4,2,1,1.0,5,2,3,1,5,2,1,1,4,3,3,2,3,3,Stimme überhaupt nicht zu,64da3b026b4640f05b0d3eb7,13.366666666666667,194,25,Female,3.0,2.3333333333333335,27.0,3,2.6666666666666665,2.75,-1.0,contemplation,weniger prokrastinieren,1,1,1,1,1,0,0,No,0.0,6.0,1.0,5.0,4.0,0.0,3.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,5ebe6e4a226f3b1c53cd0626,2023-08-07 17:29:56.819074,2023-08-07 17:45:06.337598,no_system,Bachelor-Abschluss,It systems engineer,6.0,9.0,9.0,9.0,4,2,3,3,3,2,3,4,2,4,4,4,1,3,3,2,5,2,3,3,4,4,5,3,2.0,3,2,4,3,1,2,1,5,4,5,4,1,3,1,Stimme überhaupt nicht zu,64d10dd5fbda3c7f9e45294e,15.616666666666667,1634,43,Male,3.1666666666666665,2.888888888888889,30.0,6,1.6666666666666667,4.5,0.0,action,gesünder essen,0.5,0,1,1,1,0,0,0,3.0,6.0,1.0,3.0,5.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
37,5ed0f0bb34177d0009582f38,2023-08-08 12:36:14.886654,2023-08-08 13:05:30.978521,no_system,Bachelor-Abschluss,Crowdworking,10.0,6.0,6.0,6.0,2,2,1,2,3,3,1,3,2,2,2,2,1,2,3,2,5,2,3,3,4,3,5,3,1.0,5,2,2,1,4,2,1,4,3,4,4,3,3,3,Stimme überhaupt nicht zu,64d218ba19d4a1754ca58673,31.05,781,,Female,2.0833333333333335,2.7777777777777777,29.0,1,3.0,3.75,0.0,contemplation,weniger prokrastinieren,1,0,0,1,0,0,0,0,2.0,3.0,4.0,3.0,6.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,5ed8d4613fa4f50463cf7d50,2023-08-16 12:49:18.668462,2023-08-16 13:06:28.138054,framework,Abitur,Softwareentwickler,10.0,7.0,8.0,7.0,1,1,1,3,1,3,1,2,1,1,1,2,2,4,4,4,5,5,4,4,5,1,4,1,1.0,4,2,4,1,5,1,1,4,4,4,5,4,4,3,Stimme überhaupt nicht zu,64dca976d6e2bf89b74411eb,18.216666666666665,202,43,Male,1.5,4.111111111111111,25.0,2,3.6666666666666665,4.25,-1.0,preparation,weniger prokrastinieren,0.5,1,0,0,0,0,0,0,0.0,5.0,2.0,1.0,4.0,4.0,3.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0
39,5ee7fbc114d0a60f9b076fb6,2023-08-16 17:41:25.802929,2023-08-16 18:00:51.144263,framework,Master-Abschluss,Ingenieur im Automotive,8.0,5.0,5.0,5.0,2,2,3,3,2,3,2,3,2,3,3,3,2,3,3,5,5,5,3,3,5,3,3,4,3.0,2,2,2,3,3,3,1,2,4,3,3,3,4,3,Stimme überhaupt nicht zu,64dced60e619bca989925450,20.066666666666666,1609,45,Male,2.5833333333333335,3.7777777777777777,29.0,7,3.3333333333333335,3.0,0.0,contemplation,weniger prokrastinieren,0,0,0,1,0,0,0,0,1.0,5.0,2.0,0.0,6.0,3.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
40,5efcc8d1669e920c46e9daf9,2023-08-08 17:06:56.764191,2023-08-08 17:30:07.136233,no_system,Abitur,Student,10.0,3.0,7.0,9.0,3,2,3,4,4,4,3,3,3,4,4,4,2,2,3,5,4,4,3,4,4,4,5,3,2.0,4,2,3,1,4,4,1,4,4,4,4,3,3,3,Stimme überhaupt nicht zu,64d259a50c167d47d59ad005,25.016666666666666,225,25,Male,3.4166666666666665,3.4444444444444446,33.0,2,3.0,4.0,2.0,preparation,weniger prokrastinieren,1,1,1,1,1,0,0,No,3.0,6.0,1.0,5.0,4.0,0.0,3.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,5f1715072b20d0020b0e383c,2023-08-08 14:57:20.228282,2023-08-08 15:10:52.717979,framework,abgeschlossene Berufsausbildung,Angestellt als Anlagenfahrer,7.0,8.0,5.0,6.0,4,4,4,4,4,4,5,4,4,4,4,4,2,4,4,5,4,5,4,5,5,4,1,3,4.0,1,4,4,3,2,4,2,5,4,5,5,4,4,5,Stimme überhaupt nicht zu,64d23b9bdbe02e50104ff54f,14.083333333333334,498,22,Male,4.083333333333333,4.222222222222222,32.0,11,4.333333333333333,4.75,1.0,contemplation,gesünder essen,1,1,1,0,0,1,0,0,0.0,6.0,1.0,4.0,4.0,1.0,4.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,5f17d20539078c0800cb4e7b,2023-08-09 10:45:07.777779,2023-08-09 11:10:09.901666,framework,abgeschlossene Berufsausbildung,Sachbearbeiter,9.0,5.0,6.0,6.0,2,2,2,2,5,2,3,4,3,2,2,3,2,4,3,5,5,5,4,4,4,3,5,3,2.0,4,3,2,2,5,3,1,5,5,4,4,3,3,3,Stimme überhaupt nicht zu,64d351ee509d565ec9ae9cd1,25.7,975,52,Male,2.6666666666666665,4.0,33.0,1,3.0,4.5,0.0,contemplation,gesünder essen,1,1,1,1,1,0,0,0,0.0,7.0,0.0,5.0,1.0,3.0,5.0,0.0,3.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0
43,5f3b9499509b4c01bca3053b,2023-08-09 10:35:10.023453,2023-08-09 10:52:22.284832,no_system,Doktor-Grad,Angestellt,8.0,10.0,2.0,5.0,3,2,1,2,1,3,1,3,1,4,4,4,1,3,4,5,5,5,4,4,4,4,5,2,2.0,5,2,2,1,3,1,1,4,4,3,3,1,2,1,Stimme überhaupt nicht zu,64d34fa41b3e36b4713b9491,17.666666666666668,442,35,Male,2.4166666666666665,3.888888888888889,28.0,2,1.3333333333333333,3.5,3.0,precontemplation,nachhaltiger leben,1,1,1,1,1,1,0,0,2.0,6.0,0.0,2.0,6.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
44,5f5494aa76d6147f7ca89533,2023-08-07 16:17:18.787463,2023-08-07 16:35:52.929652,no_system,Master-Abschluss,wissenschaftlicher Mitarbeiter,9.0,6.0,5.0,7.0,3,2,3,3,3,3,3,4,2,5,4,4,4,4,4,4,4,4,4,4,4,5,4,4,2.0,5,2,3,4,2,3,1,5,5,4,5,3,4,4,Stimme überhaupt nicht zu,64d0fca1d25cc067efc53214,19.616666666666667,1524,33,Male,3.25,4.0,35.0,4,3.6666666666666665,4.75,2.0,contemplation,weniger prokrastinieren,1,1,0,1,1,0,0,0,6.0,7.0,0.0,3.0,4.0,2.0,4.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
45,5f56506b2a8fb805ac024015,2023-08-07 17:08:25.332237,2023-08-07 17:26:06.769612,framework,Master-Abschluss,Angestellte (Wissenschaftliche Mitarbeiterin),8.0,8.0,6.0,8.0,3,2,3,4,3,3,3,4,3,4,4,4,2,3,2,5,5,5,4,4,4,5,4,4,4.0,5,4,5,4,5,4,1,4,4,5,5,3,3,4,Stimme überhaupt nicht zu,64d10685dc0757ca9bfead40,20.233333333333334,1347,27,Female,3.3333333333333335,3.7777777777777777,45.0,1,3.3333333333333335,4.5,2.0,contemplation,weniger prokrastinieren,1,1,1,1,1,0,0,0,0.0,7.0,0.0,8.0,1.0,0.0,7.0,1.0,0.0,2.0,4.0,1.0,0.0,2.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,5f6c6e18b20ea10008a25d1f,2023-08-09 16:02:29.912251,2023-08-09 16:25:01.150996,framework,Bachelor-Abschluss,Student,8.0,8.0,6.0,8.0,3,3,2,3,3,3,1,3,1,4,3,3,2,1,2,3,4,2,4,4,4,3,3,3,3.0,5,2,2,2,5,3,1,4,4,3,4,1,2,2,Stimme überhaupt nicht zu,64d39c431d37ceb831e1ea72,23.6,298,23,Female,2.6666666666666665,2.888888888888889,32.0,2,1.6666666666666667,3.75,2.0,contemplation,weniger prokrastinieren,1,1,1,1,1,0,0,0,0.0,5.0,2.0,4.0,5.0,0.0,3.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,5f8051b402daee04b8108440,2023-08-07 15:45:56.525419,2023-08-07 16:14:37.435068,no_system,Master-Abschluss,Redakteurin,9.0,5.0,7.0,8.0,4,4,1,5,5,4,5,5,4,5,5,5,2,4,5,5,5,5,5,5,5,5,3,4,2.0,4,5,5,3,5,5,1,5,5,5,5,5,5,5,Stimme überhaupt nicht zu,64d0f52585cb3bcd7d6c1fda,30.3,1200,60,Female,4.333333333333333,4.555555555555555,42.0,3,5.0,5.0,1.0,preparation,weniger prokrastinieren,1,1,1,1,1,0,0,0,2.0,7.0,0.0,6.0,3.0,0.0,4.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
48,5fb42f807e81960acbfdb22e,2023-08-07 15:55:57.941567,2023-08-07 16:23:01.243549,no_system,Bachelor-Abschluss,Softwareentwickler,8.0,1.0,0.0,3.0,3,3,2,2,4,4,2,3,3,3,4,4,2,4,4,5,5,5,4,4,5,4,4,1,1.0,5,4,4,1,3,4,2,5,4,4,4,2,4,2,Stimme überhaupt nicht zu,64d0f7a9ad5d064dec6a21bc,28.033333333333335,497,40,Male,3.0833333333333335,4.222222222222222,33.0,3,2.6666666666666665,4.25,3.0,precontemplation,gesünder essen,1,1,0,1,1,0,0,0,2.0,4.0,3.0,8.0,1.0,0.0,5.0,3.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,5fb96651fe5aef802daa6e61,2023-08-16 17:33:59.388984,2023-08-16 17:47:30.056149,no_system,Abitur,Student,8.0,9.0,9.0,9.0,1,1,1,3,1,1,1,3,1,1,1,1,1,1,2,3,4,5,1,1,4,3,5,1,1.0,5,2,2,1,5,1,1,4,4,2,4,2,2,2,Stimme überhaupt nicht zu,64dcec5339385f03e5decbd8,13.9,230,23,Male,1.3333333333333333,2.4444444444444446,27.0,0,2.0,3.5,0.0,action,weniger prokrastinieren,1,1,1,0,0,0,0,0,2.0,2.0,5.0,3.0,4.0,2.0,4.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,4.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,5fc2baec78f48840a7b90aa5,2023-08-11 08:45:30.272668,2023-08-11 09:06:03.481426,framework,Bachelor-Abschluss,Öffentlicher Dienst,9.0,7.0,8.0,8.0,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,5,5,4,3,2,2,3,3,2,2.0,4,2,1,3,5,2,1,5,4,3,3,1,2,2,Stimme überhaupt nicht zu,64d5d8df29541d8f46e71941,21.35,105,34,Male,1.0833333333333333,2.888888888888889,28.0,3,1.6666666666666667,3.75,0.0,preparation,weniger prokrastinieren,1,0,0,0,1,0,0,0,0.0,6.0,1.0,5.0,3.0,1.0,6.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
51,5fcf9f17f5a7c20ba38e9cc9,2023-08-09 16:59:14.485024,2023-08-09 17:15:57.015259,no_system,Master-Abschluss,wissenschaftl. MItarbeiter,10.0,6.0,6.0,0.0,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,4,1,5,1,1.0,4,1,1,1,5,1,1,3,2,1,1,1,1,1,Stimme überhaupt nicht zu,64d3a9ae53871b8a89b02a72,17.066666666666666,225,29,Female,1.25,1.5555555555555556,22.0,1,1.0,1.75,-6.0,contemplation,weniger prokrastinieren,1,1,1,0,0,0,0,0,4.0,6.0,1.0,3.0,4.0,2.0,3.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
52,5fd206b9aa0fbf249adf4280,2023-08-09 09:19:06.03857,2023-08-09 09:35:40.981279,framework,abgeschlossene Berufsausbildung,IT,5.0,8.0,7.0,8.0,2,2,1,1,1,1,1,1,1,3,2,3,1,4,4,5,5,4,3,4,3,4,4,3,2.0,4,4,2,3,5,4,1,4,4,4,4,2,2,1,Stimme überhaupt nicht zu,64d33dbe6f422d203f9acfde,17.7,712,46,Male,1.5833333333333333,3.6666666666666665,36.0,2,1.6666666666666667,4.0,1.0,preparation,gesünder essen,0,0.5,0,0,0,0,0,No,1.0,5.0,2.0,4.0,3.0,2.0,5.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
53,5fef28c2feba31d456459420,2023-08-16 14:18:21.12462,2023-08-16 14:39:03.35683,framework,Bachelor-Abschluss,Student,10.0,10.0,7.0,10.0,4,4,3,4,5,4,4,5,3,5,5,5,4,4,4,5,5,5,5,5,5,5,5,2,3.0,5,5,4,3,5,5,1,5,5,5,5,4,4,3,Stimme überhaupt nicht zu,64dcbe573059a70a9ee178a5,21.616666666666667,854,22,Female,4.25,4.666666666666667,43.0,0,3.6666666666666665,5.0,3.0,preparation,weniger prokrastinieren,1,1,1,1,1,0,0,0,2.0,7.0,0.0,8.0,1.0,0.0,5.0,3.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,5fff0b0bcbc37a5f5928ed26,2023-08-09 12:03:07.225742,2023-08-09 12:20:58.655612,framework,Bachelor-Abschluss,Ingenieur im Bereich Elektrotechnik,6.0,6.0,5.0,6.0,1,1,2,1,2,2,2,3,2,2,1,1,2,3,3,2,4,3,1,1,4,2,4,1,1.0,4,1,2,2,5,1,1,3,3,1,2,1,1,1,Stimme überhaupt nicht zu,64d36441d2b0449574ac9ed9,18.5,1328,40,Male,1.6666666666666667,2.5555555555555554,24.0,2,1.0,2.25,1.0,contemplation,weniger prokrastinieren,1,0,0,0,0,0,0,0,0.0,2.0,5.0,3.0,5.0,1.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,60060089125e50636ad6719e,2023-08-09 09:56:24.251787,2023-08-09 10:10:54.423572,framework,Abitur,Student,9.0,8.0,6.0,8.0,1,1,3,1,3,3,2,3,2,1,2,1,1,2,2,3,4,2,2,2,3,3,4,2,1.0,5,2,2,2,5,1,1,3,4,3,3,2,3,3,Stimme überhaupt nicht zu,64d3468509eecf544c8584e8,14.95,1177,26,Female,1.9166666666666667,2.3333333333333335,28.0,1,2.6666666666666665,3.25,2.0,contemplation,gesünder essen,0,0,0,0,0,0,0,0,0.0,6.0,1.0,2.0,5.0,2.0,3.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
56,60207652caa62b6a34ff96dc,2023-08-16 16:45:28.466168,2023-08-16 17:05:45.401058,framework,Abitur,Student,8.0,5.0,8.0,8.0,2,2,2,2,2,2,2,3,2,3,3,3,1,3,4,5,5,4,3,3,4,3,3,3,1.0,5,3,3,3,4,3,2,4,4,3,3,3,2,2,Stimme überhaupt nicht zu,64dcdf81195e75dbe6baa84f,26.866666666666667,1464,24,Male,2.3333333333333335,3.5555555555555554,33.0,3,2.3333333333333335,3.5,0.0,preparation,weniger prokrastinieren,1,1,1,1,1,0,0,0,0.0,7.0,0.0,5.0,3.0,1.0,5.0,1.0,0.0,1.0,2.0,2.0,0.0,1.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
57,6027eac2f4090f09439ee8e4,2023-08-08 12:36:48.28026,2023-08-08 13:02:30.553611,framework,Abitur,Studentin mit Werkstudentenjob,8.0,4.0,0.0,1.0,2,2,3,2,4,4,2,4,3,4,5,4,1,2,2,5,4,2,2,2,1,2,5,1,2.0,3,4,4,3,5,2,1,5,4,4,3,3,4,4,Stimme überhaupt nicht zu,64d21a7c747a2537c8e97211,26.2,1140,23,Female,3.25,2.3333333333333335,32.0,2,3.6666666666666665,4.0,1.0,precontemplation,weniger prokrastinieren,1,1,1,1,1,0,0,No,0.0,7.0,0.0,4.0,4.0,1.0,3.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
58,602e957dba730da44e476441,2023-08-07 17:37:37.303184,2023-08-07 17:49:44.40762,framework,Abitur,Studentin,5.0,8.0,9.0,8.0,2,2,2,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,2,2,4,3,5,3,1.0,4,2,3,1,5,3,1,5,4,3,2,2,4,3,Stimme überhaupt nicht zu,64d10f9fb073d0971f707990,12.666666666666666,254,26,Female,1.75,1.5555555555555556,31.0,1,3.0,3.5,-1.0,action,gesünder essen,0.5,0.5,0,1,0,0,0,0,0.0,5.0,2.0,6.0,2.0,1.0,5.0,2.0,0.0,1.0,2.0,2.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
59,603ccbf3849f5c2f8a965848,2023-08-07 17:06:16.531499,2023-08-07 17:21:52.821685,no_system,Bachelor-Abschluss,Studentin,9.0,2.0,6.0,6.0,3,3,2,2,2,2,2,2,2,2,3,3,2,3,3,5,5,5,3,3,4,4,4,3,,4,2,2,3,2,3,2,4,4,4,4,4,4,4,Stimme überhaupt nicht zu,64d1082acefb63ba7fbdc1f6,16.75,620,31,Female,2.3333333333333335,3.6666666666666665,29.0,5,4.0,4.0,0.0,contemplation,gesünder essen,0.5,0,0,1,1,0,0,0,8.0,5.0,2.0,3.0,6.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
